customer_id,full_name,gender,,birth_date,phone,email,city,region,loyalty_tier,registration_date
CUS02264,Hussein Hassan,Male,,9/12/1977,1216614286,hussein.hassan95@hotmail.com,Giza,Greater Cairo,Silver,1/24/2022
CUS00440,Ahmed Zaki,Male,,9/7/1982,1214344197,No_Email,Cairo,Greater Cairo,Bronze,1/2/2023
CUS02568,Rana Ismail,Female,,1/10/1994,1046060709,rana.ismail64@gmail.com,Giza,Greater Cairo,Gold,2/16/2021
CUS01042,Amr Salem,Male,,7/24/2001,1143524010,amr.salem38@yahoo.com,Hurghada,Red Sea,Bronze,2/13/2021
CUS01227,Fady Lotfy,Male,,3/24/1989,1228177418,fady.lotfy20@gmail.com,Giza,Greater Cairo,Gold,4/11/2021
CUS00189,Dina Attia,Female,,2/27/1978,1272850928,dina.attia61@yahoo.com,Alexandria,Alexandria,Gold,3/28/2021
CUS01780,Sherif Hamdy,Male,,2/14/1999,1164024116,No_Email,Aswan,Upper Egypt,Silver,1/7/2020
CUS00496,Nadia Badawi,Female,,7/5/1977,1212906871,nadia.badawi95@yahoo.com,Giza,Greater Cairo,Bronze,8/10/2023
CUS00791,Ibrahim Hamdy,Male,,7/13/1990,1279641006,ibrahim.hamdy27@outlook.com,Cairo,Greater Cairo,Silver,4/28/2022
CUS00573,Manar Ibrahim,Female,,8/22/1992,1288709162,manar.ibrahim47@hotmail.com,Giza,Greater Cairo,Silver,10/20/2020
CUS02191,Hoda Younis,Female,,10/13/1987,1160605064,hoda.younis8@hotmail.com,Cairo,Greater Cairo,Bronze,5/4/2023
CUS01711,Hana Badawi,Female,,1/26/1988,1259175761,hana.badawi79@yahoo.com,Cairo,Greater Cairo,Silver,7/26/2023
CUS00832,Rania Ahmed,Female,,11/12/1976,1112423190,rania.ahmed91@gmail.com,Giza,Greater Cairo,Bronze,5/19/2022
CUS00360,Heba Lotfy,Female,,8/2/1989,1210626224,heba.lotfy31@yahoo.com,Alexandria,Alexandria,Bronze,1/14/2020
CUS02620,Essam Salem,Male,,7/1/1982,1178042648,essam.salem29@yahoo.com,Giza,Greater Cairo,Gold,9/25/2020
CUS02008,Dalia Gamal,Female,,8/12/1977,1193356597,dalia.gamal68@gmail.com,Hurghada,Red Sea,Bronze,1/20/2023
CUS00569,Ghada Gouda,Female,,5/2/1995,1078043121,ghada.gouda76@gmail.com,Suez,Canal Zone,Gold,9/6/2021
CUS00103,Doha Ramadan,Female,,1/11/1980,1039732676,doha.ramadan87@hotmail.com,Giza,Greater Cairo,Bronze,8/15/2023
CUS01584,Adel Hamdy,Male,,3/19/1996,1073604365,No_Email,Alexandria,Alexandria,Silver,4/7/2020
CUS02287,Engy Gouda,Female,,1/6/1978,1115247808,engy.gouda79@gmail.com,Ismailia,Canal Zone,Gold,11/18/2020
CUS02013,Zeinab Wahba,Female,,9/11/1993,1146337178,zeinab.wahba56@outlook.com,Suez,Canal Zone,Gold,7/10/2021
CUS02663,Emad Khalil,Male,,10/17/1981,1099277799,emad.khalil79@outlook.com,Cairo,Greater Cairo,Bronze,12/3/2023
CUS02824,Aisha Saad,Female,,1/20/2000,1085204135,No_Email,Cairo,Greater Cairo,Bronze,11/4/2021
CUS01180,Doha Abdallah,Female,,7/1/1987,1024212949,doha.abdallah41@gmail.com,Alexandria,Alexandria,Silver,4/24/2022
CUS00052,Emad Ahmed,Male,,12/22/1979,1021503440,emad.ahmed30@gmail.com,Hurghada,Red Sea,Platinum,9/14/2023
CUS00508,Mona Gamal,Female,,7/20/1974,1292199318,mona.gamal93@gmail.com,Aswan,Upper Egypt,Silver,1/16/2020
CUS01018,Ayman Fathy,Male,,19/05/1995,1189602636,ayman.fathy26@outlook.com,Alexandria,Alexandria,Platinum,7/23/2022
CUS01092,Aisha Mostafa,Female,,10/8/1977,1220713289,aisha.mostafa61@hotmail.com,Mansoura,Nile Delta,Bronze,11/28/2021
CUS00064,Emad Bakr,Male,,5/21/1987,1297438349,emad.bakr77@outlook.com,Giza,Greater Cairo,Silver,11/5/2022
CUS00945,Karim Ramadan,Male,,9/7/1996,1184351399,karim.ramadan21@outlook.com,Cairo,Greater Cairo,Bronze,1/17/2023
CUS02376,Maged Bakr,Male,,12/28/1975,1150176369,maged.bakr1@hotmail.com,Cairo,Greater Cairo,Silver,6/28/2023
CUS00045,Samir Abdallah,Male,,1/12/1981,1286884584,No_Email,Cairo,Greater Cairo,Silver,10/8/2022
CUS02708,Hossam Ibrahim,Male,,3/1/1981,1129465805,hossam.ibrahim93@yahoo.com,Cairo,Greater Cairo,Silver,1/18/2022
CUS01511,Ali Ragab,Male,,10/18/1993,1199072761,ali.ragab56@yahoo.com,Aswan,Upper Egypt,Bronze,6/10/2022
CUS00255,Magdy Barakat,Male,,2/5/1975,1163770881,magdy.barakat22@gmail.com,Cairo,Greater Cairo,Bronze,4/11/2022
CUS00322,Shaimaa Ragab,Female,,2/28/1998,1277166896,shaimaa.ragab32@outlook.com,Tanta,Nile Delta,Gold,1/1/2023
CUS02805,Fady Salem,Male,,5/5/1995,1246193334,fady.salem20@gmail.com,Alexandria,Alexandria,Bronze,3/2/2021
CUS02938,Suzy Mohamed,Female,,9/6/1979,1189868447,suzy.mohamed95@yahoo.com,Alexandria,Alexandria,Platinum,9/22/2020
CUS00706,Hana Ismail,Female,,12/22/1989,1089625763,hana.ismail73@hotmail.com,Ismailia,Canal Zone,Bronze,9/1/2021
CUS02271,Nadia Rizk,Female,,12/20/1986,1118659744,nadia.rizk62@hotmail.com,Cairo,Greater Cairo,Bronze,8/16/2023
CUS02125,Radwa Ali,Female,,2/14/1985,1039737286,radwa.ali88@gmail.com,Ismailia,Canal Zone,Bronze,5/12/2023
CUS02862,Hassan Mohamed,Male,,28/03/1973,1082701326,hassan.mohamed1@yahoo.com,Giza,Greater Cairo,Gold,8/20/2022
CUS02590,Emad Fathy,Male,,25/01/1998,1140198707,emad.fathy33@hotmail.com,Tanta,Nile Delta,Bronze,2/5/2022
CUS02445,Nadia Amin,Female,,2/16/1982,1231347320,nadia.amin79@outlook.com,Giza,Greater Cairo,Bronze,7/5/2023
CUS01452,Dalia Ramadan,Female,,2/8/2001,1169880867,dalia.ramadan65@outlook.com,Mansoura,Nile Delta,Silver,7/8/2021
CUS00140,Reem Ali,Female,,8/24/1982,1079946108,reem.ali42@yahoo.com,Ismailia,Canal Zone,Silver,12/18/2020
CUS02575,Bassem Badawi,Male,,8/11/1991,1145280103,bassem.badawi24@outlook.com,Cairo,Greater Cairo,Bronze,6/7/2020
CUS00582,Hana Ramadan,Female,,12/23/1987,1047158689,hana.ramadan37@hotmail.com,Ismailia,Canal Zone,Bronze,7/7/2020
CUS02606,Reem Badawi,Female,,1/4/2003,1219554390,reem.badawi76@hotmail.com,Alexandria,Alexandria,Silver,11/23/2023
CUS00810,Karim Gouda,Male,,8/26/1976,1296912383,karim.gouda93@yahoo.com,Cairo,Greater Cairo,Silver,6/13/2022
CUS02592,Mohamed Younis,Male,,17/07/1992,1193079615,mohamed.younis28@yahoo.com,Hurghada,Red Sea,Gold,6/5/2020
CUS01823,Lobna Attia,Female,,7/20/1995,1090607170,lobna.attia37@outlook.com,Mansoura,Nile Delta,Bronze,9/21/2021
CUS01476,Amr Ali,Male,,16/04/1981,1161218112,amr.ali22@hotmail.com,Mansoura,Nile Delta,Bronze,4/18/2021
CUS01892,Reem Ibrahim,Female,,1/17/1996,1279478250,No_Email,Giza,Greater Cairo,Bronze,1/12/2020
CUS01428,Maged Ismail,Male,,3/25/1987,1236326944,maged.ismail63@yahoo.com,Port Said,Canal Zone,Silver,5/21/2022
CUS02586,Mohamed Farouk,Male,,7/17/1990,1291780371,mohamed.farouk48@outlook.com,Mansoura,Nile Delta,Gold,8/1/2023
CUS00135,Adel Hamdy,Male,,5/5/1996,1111416778,adel.hamdy61@gmail.com,Port Said,Canal Zone,Bronze,8/10/2023
CUS00742,Bassem Lotfy,Male,,9/25/1971,1137531916,bassem.lotfy42@gmail.com,Giza,Greater Cairo,Bronze,9/20/2023
CUS00965,Magdy Younis,Male,,8/4/1972,1135670862,magdy.younis91@hotmail.com,Giza,Greater Cairo,Silver,4/22/2020
CUS00150,Hussein Khalil,Male,,9/13/1981,1255300210,hussein.khalil41@hotmail.com,Cairo,Greater Cairo,Silver,7/25/2022
CUS00241,Radwa Ragab,Female,,20/10/1978,1029278938,radwa.ragab9@outlook.com,Port Said,Canal Zone,Silver,1/14/2020
CUS01767,Aisha Ismail,Female,,25/01/1986,1291142579,aisha.ismail70@gmail.com,Zagazig,Nile Delta,Gold,4/14/2020
CUS01897,Fady Barakat,Male,,11/23/1975,1273669065,fady.barakat40@outlook.com,Mansoura,Nile Delta,Bronze,11/3/2023
CUS02322,Maged Ali,Male,,7/12/1973,1069565923,maged.ali99@hotmail.com,Tanta,Nile Delta,Bronze,5/7/2020
CUS00175,Ashraf Badawi,Male,,10/20/1975,1042844845,ashraf.badawi27@gmail.com,Mansoura,Nile Delta,Silver,3/2/2021
CUS00053,Hoda Amin,Female,,3/5/2000,1114661179,hoda.amin80@yahoo.com,Port Said,Canal Zone,Gold,8/6/2020
CUS01147,Ashraf Sayed,Male,,3/26/1970,1183421108,ashraf.sayed60@gmail.com,Hurghada,Red Sea,Bronze,3/21/2020
CUS00145,Neveen Attia,Female,,11/17/1970,1134901990,neveen.attia42@gmail.com,Giza,Greater Cairo,Silver,4/17/2023
CUS00332,Ayman Mohamed,Male,,5/8/1991,1073562365,ayman.mohamed31@gmail.com,Zagazig,Nile Delta,Bronze,2/21/2023
CUS00247,Nader Khalil,Male,,4/5/1976,1239677351,nader.khalil68@gmail.com,Giza,Greater Cairo,Bronze,8/3/2023
CUS01972,Mona Saad,Female,,8/8/2002,1046897895,mona.saad53@gmail.com,Aswan,Upper Egypt,Bronze,12/8/2023
CUS02485,Ali Gouda,Male,,1/14/1977,1126341998,ali.gouda8@hotmail.com,Alexandria,Alexandria,Bronze,5/4/2020
CUS01621,Aisha Ismail,Female,,7/16/1976,1284787394,aisha.ismail48@hotmail.com,Alexandria,Alexandria,Bronze,11/5/2023
CUS00558,Tarek Barakat,Male,,1/19/1982,1154084020,tarek.barakat78@hotmail.com,Cairo,Greater Cairo,Silver,11/9/2020
CUS00252,Hussein Nasser,Male,,12/16/2002,1189105321,hussein.nasser49@outlook.com,Giza,Greater Cairo,Bronze,9/8/2021
CUS01117,Reham Ragab,Female,,4/15/1978,1117890314,reham.ragab4@yahoo.com,Cairo,Greater Cairo,Platinum,11/18/2023
CUS01878,Mahmoud Lotfy,Male,,3/26/2003,1050393690,mahmoud.lotfy8@hotmail.com,Alexandria,Alexandria,Silver,9/10/2022
CUS02523,Ahmed Ramadan,Male,,12/22/1983,1140694296,ahmed.ramadan91@yahoo.com,Giza,Greater Cairo,Platinum,3/11/2023
CUS00212,Ayman Shaaban,Male,,9/8/1974,1061596498,ayman.shaaban46@hotmail.com,Tanta,Nile Delta,Silver,7/2/2022
CUS00001,Manar Hamdy,Female,,10/7/1977,1283233096,manar.hamdy91@yahoo.com,Giza,Greater Cairo,Silver,5/27/2023
CUS01477,Dina Ibrahim,Female,,10/22/1982,1093364164,dina.ibrahim81@yahoo.com,Hurghada,Red Sea,Bronze,1/13/2022
CUS01554,Youssef Ibrahim,Male,,11/22/1986,1053254525,No_Email,Suez,Canal Zone,Silver,11/18/2023
CUS01296,Salma Barakat,Female,,12/27/1987,1145353959,salma.barakat10@hotmail.com,Cairo,Greater Cairo,Platinum,5/16/2020
CUS00566,Ola Younis,Female,,6/23/1983,1284036002,ola.younis34@yahoo.com,Alexandria,Alexandria,Gold,5/2/2023
CUS01235,Reham Hassan,Female,,6/18/1992,1220610410,reham.hassan34@hotmail.com,Mansoura,Nile Delta,Bronze,11/12/2023
CUS01625,Emad Ragab,Male,,3/17/1994,1276643230,emad.ragab21@yahoo.com,Cairo,Greater Cairo,Silver,3/15/2022
CUS02915,Ashraf Gamal,Male,,5/8/2000,1273724781,ashraf.gamal82@gmail.com,Cairo,Greater Cairo,Bronze,6/17/2022
CUS00790,Walid Abdallah,Male,,4/5/1983,1210378180,No_Email,Port Said,Canal Zone,Bronze,6/7/2020
CUS00813,Eman Barakat,Female,,7/13/1979,1226501040,eman.barakat42@hotmail.com,Cairo,Greater Cairo,Gold,6/10/2020
CUS00267,Dalia Saad,Female,,10/24/1997,1218037180,dalia.saad88@hotmail.com,Tanta,Nile Delta,Gold,7/11/2023
CUS02798,Emad Attia,Male,,6/28/2001,1079680430,emad.attia9@outlook.com,Mansoura,Nile Delta,Bronze,11/10/2022
CUS00323,Lobna Khalil,Female,,16/01/1970,1190244451,lobna.khalil28@hotmail.com,Mansoura,Nile Delta,Silver,3/24/2020
CUS00033,Heba Wahba,Female,,11/27/1978,1120043577,heba.wahba38@hotmail.com,Cairo,Greater Cairo,Gold,7/23/2022
CUS00371,Neveen Lotfy,Female,,21/05/2001,1219560913,neveen.lotfy73@yahoo.com,Cairo,Greater Cairo,Silver,7/9/2021
CUS02464,Hassan Hamdy,Male,,12/9/2003,1045500468,hassan.hamdy84@yahoo.com,Alexandria,Alexandria,Gold,5/7/2021
CUS00015,Heba Abdallah,Female,,1/9/1996,1227030641,heba.abdallah32@outlook.com,Cairo,Greater Cairo,Silver,3/19/2023
CUS00094,Hany Nasser,Male,,6/12/1991,1139319229,hany.nasser97@gmail.com,Alexandria,Alexandria,Bronze,11/12/2020
CUS02758,Rania Nasser,Female,,7/28/1976,1151971760,rania.nasser45@hotmail.com,Suez,Canal Zone,Bronze,4/12/2020
CUS00880,Mariam Barakat,Female,,3/5/1985,1023228017,mariam.barakat7@yahoo.com,Cairo,Greater Cairo,Bronze,1/2/2021
CUS00643,Samir Mansour,Male,,23/10/1995,1036658273,samir.mansour34@yahoo.com,Cairo,Greater Cairo,Bronze,9/12/2022
CUS02098,Zeinab Wahba,Female,,11/5/1984,1033172968,zeinab.wahba79@hotmail.com,Mansoura,Nile Delta,Gold,6/2/2021
CUS01603,Ali Younis,Male,,11/8/1981,1063761226,ali.younis95@outlook.com,Cairo,Greater Cairo,Gold,6/26/2023
CUS01107,Maged Mohamed,Male,,3/24/2000,1144327434,maged.mohamed11@outlook.com,Giza,Greater Cairo,Bronze,3/6/2022
CUS00757,Emad Salem,Male,,4/3/1979,1261524781,No_Email,Mansoura,Nile Delta,Silver,4/14/2021
CUS01076,Nader Gamal,Male,,2/6/1983,1289984645,nader.gamal12@gmail.com,Giza,Greater Cairo,Silver,4/25/2023
CUS00431,Nadia Ibrahim,Female,,3/25/1970,1229674854,nadia.ibrahim62@gmail.com,Cairo,Greater Cairo,Platinum,10/14/2020
CUS00451,Radwa Hafez,Female,,3/7/1989,1166250794,radwa.hafez56@hotmail.com,Hurghada,Red Sea,Silver,1/18/2023
CUS02003,Hossam Badawi,Male,,2/9/1980,1094293030,hossam.badawi73@outlook.com,Suez,Canal Zone,Bronze,4/28/2022
CUS01838,Bassem Mahmoud,Male,,12/5/1987,1089306711,bassem.mahmoud60@hotmail.com,Giza,Greater Cairo,Bronze,4/7/2022
CUS01689,Mona Amin,Female,,12/6/1992,1170597233,No_Email,Mansoura,Nile Delta,Bronze,2/16/2023
CUS00692,Essam Younis,Male,,4/17/1979,1139045233,essam.younis81@hotmail.com,Giza,Greater Cairo,Silver,10/4/2023
CUS02638,Ashraf Sayed,Male,,2/4/1986,1287671828,ashraf.sayed60@yahoo.com,Hurghada,Red Sea,Gold,11/6/2020
CUS01850,Maged Ramadan,Male,,8/16/2003,1159138081,No_Email,Mansoura,Nile Delta,Bronze,2/16/2022
CUS01430,Heba Zaki,Female,,6/8/1983,1028692391,heba.zaki88@yahoo.com,Luxor,Upper Egypt,Gold,8/20/2021
CUS00760,Mohamed Ramadan,Male,,5/11/2000,1250341681,mohamed.ramadan39@hotmail.com,Hurghada,Red Sea,Bronze,3/18/2020
CUS00185,Mariam Nasser,Female,,8/13/1972,1280107942,mariam.nasser12@hotmail.com,Cairo,Greater Cairo,Silver,1/4/2023
CUS01236,Manar Ahmed,Female,,1/8/2001,1048259629,No_Email,Giza,Greater Cairo,Bronze,6/10/2022
CUS00204,Ramy Ahmed,Male,,2/2/1986,1072279029,ramy.ahmed69@yahoo.com,Suez,Canal Zone,Bronze,11/23/2023
CUS00802,Mahmoud Mansour,Male,,4/7/1982,1049594225,mahmoud.mansour16@yahoo.com,Cairo,Greater Cairo,Gold,11/25/2022
CUS00464,Amira Mohamed,Female,,9/17/1971,1039032170,amira.mohamed29@gmail.com,Alexandria,Alexandria,Bronze,5/9/2021
CUS01424,Eman Lotfy,Female,,9/18/1997,1266214824,eman.lotfy35@yahoo.com,Cairo,Greater Cairo,Gold,9/24/2022
CUS01178,Mariam Mansour,Female,,8/3/1995,1240746598,mariam.mansour55@hotmail.com,Cairo,Greater Cairo,Silver,6/5/2023
CUS02415,Dalia Saad,Female,,9/22/1973,1223724851,dalia.saad35@hotmail.com,Alexandria,Alexandria,Bronze,11/25/2023
CUS00840,Rana Gouda,Female,,1/1/1984,1278974303,No_Email,Mansoura,Nile Delta,Platinum,2/27/2020
CUS01396,Fatima Gouda,Female,,12/27/1978,1095752856,fatima.gouda22@outlook.com,Aswan,Upper Egypt,Gold,8/15/2023
CUS02555,Amira Mahmoud,Female,,7/10/1986,1222574690,amira.mahmoud76@yahoo.com,Cairo,Greater Cairo,Bronze,5/11/2020
CUS02870,Heba Ahmed,Female,,11/16/1984,1078209349,heba.ahmed77@outlook.com,Giza,Greater Cairo,Gold,10/11/2021
CUS01914,Amr Amin,Male,,4/19/1993,1041050794,amr.amin75@hotmail.com,Giza,Greater Cairo,Bronze,7/11/2020
CUS02820,Youssef Attia,Male,,10/3/1981,1190108427,youssef.attia78@yahoo.com,Giza,Greater Cairo,Bronze,4/18/2022
CUS00195,Reham Shaaban,Female,,5/2/1978,1183670115,reham.shaaban15@hotmail.com,Giza,Greater Cairo,Silver,4/14/2020
CUS00529,Mariam Mansour,Female,,2/5/2002,1089665373,mariam.mansour23@hotmail.com,Cairo,Greater Cairo,Bronze,4/10/2020
CUS02526,Bassem Farouk,Male,,6/16/2003,1136925774,bassem.farouk90@gmail.com,Cairo,Greater Cairo,Bronze,9/10/2020
CUS01211,Ahmed Lotfy,Male,,11/9/1994,1239768686,ahmed.lotfy97@gmail.com,Giza,Greater Cairo,Gold,7/21/2020
CUS01810,Ahmed Mohamed,Male,,11/10/1980,1135907091,ahmed.mohamed9@yahoo.com,Cairo,Greater Cairo,Bronze,6/28/2022
CUS00333,Ali Ali,Male,,28/06/1994,1218727939,No_Email,Cairo,Greater Cairo,Silver,2/4/2023
CUS02114,Dina Farouk,Female,,9/18/2000,1031252809,dina.farouk63@outlook.com,Suez,Canal Zone,Bronze,8/26/2023
CUS02957,Samir Mohamed,Male,,3/4/1987,1011264861,No_Email,Zagazig,Nile Delta,Bronze,8/17/2023
CUS02345,Eman Ali,Female,,3/24/1994,1178826793,eman.ali95@gmail.com,Port Said,Canal Zone,Bronze,9/26/2023
CUS01816,Neveen Ibrahim,Female,,6/16/1997,1222522836,neveen.ibrahim9@gmail.com,Ismailia,Canal Zone,Bronze,11/24/2020
CUS00865,Mona Mohamed,Female,,3/23/1987,1224643784,mona.mohamed23@outlook.com,Giza,Greater Cairo,Gold,10/17/2023
CUS02224,Aisha Hafez,Female,,9/27/1972,1225073447,aisha.hafez91@yahoo.com,Cairo,Greater Cairo,Silver,11/17/2022
CUS01053,Amr Mostafa,Male,,12/14/1979,1034031104,No_Email,Port Said,Canal Zone,Bronze,3/20/2022
CUS00696,Neveen Ahmed,Female,,4/8/2000,1210409797,neveen.ahmed35@hotmail.com,Mansoura,Nile Delta,Gold,6/20/2023
CUS01656,Dalia Rizk,Female,,3/6/1990,1134831499,dalia.rizk67@hotmail.com,Port Said,Canal Zone,Bronze,12/21/2021
CUS01939,Rania Nasser,Female,,11/19/1979,1059621760,rania.nasser65@gmail.com,Alexandria,Alexandria,Silver,2/11/2020
CUS00046,Hossam Salem,Male,,3/12/1991,1056548066,No_Email,Mansoura,Nile Delta,Bronze,8/1/2022
CUS02168,Ashraf Mansour,Male,,16/11/1983,1038067311,ashraf.mansour97@outlook.com,Cairo,Greater Cairo,Bronze,7/17/2021
CUS00545,Emad Gouda,Male,,12/18/1988,1242831540,emad.gouda98@gmail.com,Mansoura,Nile Delta,Platinum,4/19/2023
CUS01426,Hazem Younis,Male,,3/25/1985,1264829712,hazem.younis33@hotmail.com,Ismailia,Canal Zone,Platinum,12/14/2021
CUS02169,Amira Mostafa,Female,,24/03/1979,1247650461,amira.mostafa90@yahoo.com,Tanta,Nile Delta,Silver,9/25/2021
CUS00417,Neveen Amin,Female,,4/19/1987,1121707969,neveen.amin76@yahoo.com,Giza,Greater Cairo,Gold,12/15/2021
CUS01815,Tamer Badawi,Male,,1/9/1986,1163610121,tamer.badawi54@yahoo.com,Cairo,Greater Cairo,Gold,11/8/2020
CUS01925,Maged Ahmed,Male,,4/5/1973,1164521433,maged.ahmed86@outlook.com,Hurghada,Red Sea,Bronze,8/28/2023
CUS02080,Eman Gouda,Female,,12/3/1974,1116579870,eman.gouda57@outlook.com,Hurghada,Red Sea,Silver,4/21/2023
CUS00193,Adel Shaaban,Male,,10/4/1974,1290048179,adel.shaaban12@yahoo.com,Suez,Canal Zone,Silver,10/25/2021
CUS02910,Mona Mohamed,Female,,11/24/1975,1140195198,mona.mohamed1@outlook.com,Giza,Greater Cairo,Bronze,5/9/2021
CUS02918,Rana Bakr,Female,,7/11/1988,1247389079,rana.bakr39@hotmail.com,Aswan,Upper Egypt,Bronze,10/27/2022
CUS00315,Omar Ali,Male,,8/19/1996,1185935555,omar.ali78@yahoo.com,Aswan,Upper Egypt,Bronze,9/21/2021
CUS00479,Nader Ahmed,Male,,5/12/1998,1016594707,nader.ahmed52@yahoo.com,Ismailia,Canal Zone,Bronze,9/20/2022
CUS00684,Hassan Mansour,Male,,12/3/1975,1068112164,No_Email,Mansoura,Nile Delta,Bronze,11/17/2022
CUS00355,Zeinab Amin,Female,,10/24/1981,1171448654,No_Email,Cairo,Greater Cairo,Bronze,4/28/2020
CUS00300,Neveen Gouda,Female,,10/7/1980,1121568480,neveen.gouda13@outlook.com,Cairo,Greater Cairo,Bronze,5/8/2023
CUS01507,Akram Mostafa,Male,,12/8/1994,1233865861,akram.mostafa40@gmail.com,Alexandria,Alexandria,Platinum,12/2/2020
CUS01365,Sherif Mostafa,Male,,6/10/1984,1216060961,No_Email,Zagazig,Nile Delta,Bronze,1/14/2021
CUS01243,Ali Abdallah,Male,,2/15/1982,1048825894,ali.abdallah32@hotmail.com,Hurghada,Red Sea,Bronze,8/26/2023
CUS02468,Tarek Mohamed,Male,,13/03/1995,1239167240,tarek.mohamed98@yahoo.com,Cairo,Greater Cairo,Bronze,7/11/2021
CUS00728,Rania Barakat,Female,,17/10/1987,1050714161,rania.barakat28@yahoo.com,Hurghada,Red Sea,Bronze,8/16/2023
CUS02349,Wael Gouda,Male,,2/12/1986,1278207429,wael.gouda7@hotmail.com,Alexandria,Alexandria,Silver,11/28/2021
CUS01085,Ghada Ahmed,Female,,12/2/1971,1016472544,ghada.ahmed69@yahoo.com,Port Said,Canal Zone,Silver,3/4/2022
CUS00730,Ayman Ali,Male,,1/7/1990,1060154780,ayman.ali17@outlook.com,Cairo,Greater Cairo,Silver,11/28/2023
CUS01955,Sara Mohamed,Female,,3/10/2001,1128464221,sara.mohamed56@yahoo.com,Sharm El Sheikh,South Sinai,Bronze,8/28/2021
CUS02879,Lobna Rizk,Female,,16/03/1994,1142679457,lobna.rizk60@hotmail.com,Alexandria,Alexandria,Bronze,11/3/2023
